Edad;Sexo;Unidad;Periodo;Total
De 65 a 69 años;Ambos sexos;Porcentaje;2013T1;13,8
De 65 a 69 años;Ambos sexos;Porcentaje;2012T4;13,7
De 65 a 69 años;Ambos sexos;Porcentaje;2012T3;13,6
De 65 a 69 años;Ambos sexos;Porcentaje;2012T2;13,6
De 65 a 69 años;Ambos sexos;Porcentaje;2012T1;13,4
De 65 a 69 años;Ambos sexos;Porcentaje;2011T4;13,2
De 65 a 69 años;Ambos sexos;Porcentaje;2011T3;13,3
De 65 a 69 años;Ambos sexos;Porcentaje;2011T2;13,2
De 65 a 69 años;Ambos sexos;Porcentaje;2011T1;13,1
De 65 a 69 años;Ambos sexos;Porcentaje;2010T4;12,9
De 65 a 69 años;Ambos sexos;Porcentaje;2010T3;12,8
De 65 a 69 años;Ambos sexos;Porcentaje;2010T2;12,6
De 65 a 69 años;Ambos sexos;Porcentaje;2010T1;12,5
De 65 a 69 años;Ambos sexos;Porcentaje;2009T4;12,4
De 65 a 69 años;Ambos sexos;Porcentaje;2009T3;12,4
De 65 a 69 años;Ambos sexos;Porcentaje;2009T2;12,2
De 65 a 69 años;Ambos sexos;Porcentaje;2009T1;11,9
De 65 a 69 años;Ambos sexos;Porcentaje;2008T4;11,7
De 65 a 69 años;Ambos sexos;Porcentaje;2008T3;11,6
De 65 a 69 años;Ambos sexos;Porcentaje;2008T2;11,4
De 65 a 69 años;Ambos sexos;Porcentaje;2008T1;11,0
De 65 a 69 años;Ambos sexos;Porcentaje;2007T4;11,0
De 65 a 69 años;Ambos sexos;Porcentaje;2007T3;11,0
De 65 a 69 años;Ambos sexos;Porcentaje;2007T2;10,9
De 65 a 69 años;Ambos sexos;Porcentaje;2007T1;11,0
De 65 a 69 años;Ambos sexos;Porcentaje;2006T4;11,3
De 65 a 69 años;Ambos sexos;Porcentaje;2006T3;11,5
De 65 a 69 años;Ambos sexos;Porcentaje;2006T2;11,6
De 65 a 69 años;Ambos sexos;Porcentaje;2006T1;11,8
De 65 a 69 años;Ambos sexos;Porcentaje;2005T4;12,1
De 65 a 69 años;Ambos sexos;Porcentaje;2005T3;12,0
De 65 a 69 años;Ambos sexos;Porcentaje;2005T2;12,1
De 65 a 69 años;Ambos sexos;Porcentaje;2005T1;11,5
De 65 a 69 años;Ambos sexos;Porcentaje;2004T4;11,4
De 65 a 69 años;Ambos sexos;Porcentaje;2004T3;11,6
De 65 a 69 años;Ambos sexos;Porcentaje;2004T2;11,8
De 65 a 69 años;Ambos sexos;Porcentaje;2004T1;12,1
De 65 a 69 años;Ambos sexos;Porcentaje;2003T4;12,1
De 65 a 69 años;Ambos sexos;Porcentaje;2003T3;12,1
De 65 a 69 años;Ambos sexos;Porcentaje;2003T2;12,2
De 65 a 69 años;Ambos sexos;Porcentaje;2003T1;12,3
De 65 a 69 años;Ambos sexos;Porcentaje;2002T4;12,4
De 65 a 69 años;Ambos sexos;Porcentaje;2002T3;12,4
De 65 a 69 años;Ambos sexos;Porcentaje;2002T2;12,4
De 65 a 69 años;Ambos sexos;Porcentaje;2002T1;12,6
De 65 a 69 años;Hombres;Valor absoluto;2026T1;1.178,7
De 65 a 69 años;Hombres;Valor absoluto;2025T4;1.188,1
De 65 a 69 años;Hombres;Valor absoluto;2025T3;1.175,8
De 65 a 69 años;Hombres;Valor absoluto;2025T2;1.179,1
De 65 a 69 años;Hombres;Valor absoluto;2025T1;1.159,7
De 65 a 69 años;Hombres;Valor absoluto;2024T4;1.166,4
De 65 a 69 años;Hombres;Valor absoluto;2024T3;1.140,7
De 65 a 69 años;Hombres;Valor absoluto;2024T2;1.126,3
De 65 a 69 años;Hombres;Valor absoluto;2024T1;1.144,7
De 65 a 69 años;Hombres;Valor absoluto;2023T4;1.157,0
De 65 a 69 años;Hombres;Valor absoluto;2023T3;1.150,4
De 65 a 69 años;Hombres;Valor absoluto;2023T2;1.124,0
De 65 a 69 años;Hombres;Valor absoluto;2023T1;1.127,4
De 65 a 69 años;Hombres;Valor absoluto;2022T4;1.127,1
De 65 a 69 años;Hombres;Valor absoluto;2022T3;1.107,6
De 65 a 69 años;Hombres;Valor absoluto;2022T2;1.085,6
De 65 a 69 años;Hombres;Valor absoluto;2022T1;1.084,7
De 65 a 69 años;Hombres;Valor absoluto;2021T4;1.063,3
De 65 a 69 años;Hombres;Valor absoluto;2021T3;1.070,4
De 65 a 69 años;Hombres;Valor absoluto;2021T2;1.062,3
De 65 a 69 años;Hombres;Valor absoluto;2021T1;1.067,7
De 65 a 69 años;Hombres;Valor absoluto;2020T4;1.063,3
De 65 a 69 años;Hombres;Valor absoluto;2020T3;1.052,8
De 65 a 69 años;Hombres;Valor absoluto;2020T2;1.081,1
De 65 a 69 años;Hombres;Valor absoluto;2020T1;1.064,3
De 65 a 69 años;Hombres;Valor absoluto;2019T4;1.050,5
De 65 a 69 años;Hombres;Valor absoluto;2019T3;1.053,0
De 65 a 69 años;Hombres;Valor absoluto;2019T2;1.052,8
De 65 a 69 años;Hombres;Valor absoluto;2019T1;1.051,6
De 65 a 69 años;Hombres;Valor absoluto;2018T4;1.053,7
De 65 a 69 años;Hombres;Valor absoluto;2018T3;1.030,1
De 65 a 69 años;Hombres;Valor absoluto;2018T2;1.020,8
De 65 a 69 años;Hombres;Valor absoluto;2018T1;1.016,4
De 65 a 69 años;Hombres;Valor absoluto;2017T4;1.020,8
De 65 a 69 años;Hombres;Valor absoluto;2017T3;1.026,5
De 65 a 69 años;Hombres;Valor absoluto;2017T2;1.028,6
De 65 a 69 años;Hombres;Valor absoluto;2017T1;1.036,6
De 65 a 69 años;Hombres;Valor absoluto;2016T4;1.032,2
De 65 a 69 años;Hombres;Valor absoluto;2016T3;1.020,4
De 65 a 69 años;Hombres;Valor absoluto;2016T2;1.018,4
De 65 a 69 años;Hombres;Valor absoluto;2016T1;1.020,4
De 65 a 69 años;Hombres;Valor absoluto;2015T4;1.014,2
De 65 a 69 años;Hombres;Valor absoluto;2015T3;1.021,5
De 65 a 69 años;Hombres;Valor absoluto;2015T2;1.019,3
De 65 a 69 años;Hombres;Valor absoluto;2015T1;1.042,9
De 65 a 69 años;Hombres;Valor absoluto;2014T4;1.055,5
De 65 a 69 años;Hombres;Valor absoluto;2014T3;1.058,8
De 65 a 69 años;Hombres;Valor absoluto;2014T2;1.052,6
De 65 a 69 años;Hombres;Valor absoluto;2014T1;1.045,0
De 65 a 69 años;Hombres;Valor absoluto;2013T4;1.029,5
De 65 a 69 años;Hombres;Valor absoluto;2013T3;1.013,1
De 65 a 69 años;Hombres;Valor absoluto;2013T2;1.005,3
De 65 a 69 años;Hombres;Valor absoluto;2013T1;986,7
De 65 a 69 años;Hombres;Valor absoluto;2012T4;981,0
De 65 a 69 años;Hombres;Valor absoluto;2012T3;979,2
De 65 a 69 años;Hombres;Valor absoluto;2012T2;974,9
De 65 a 69 años;Hombres;Valor absoluto;2012T1;961,7
De 65 a 69 años;Hombres;Valor absoluto;2011T4;952,7
De 65 a 69 años;Hombres;Valor absoluto;2011T3;960,4
De 65 a 69 años;Hombres;Valor absoluto;2011T2;947,6
De 65 a 69 años;Hombres;Valor absoluto;2011T1;955,5
De 65 a 69 años;Hombres;Valor absoluto;2010T4;940,5
De 65 a 69 años;Hombres;Valor absoluto;2010T3;925,8
De 65 a 69 años;Hombres;Valor absoluto;2010T2;897,6
De 65 a 69 años;Hombres;Valor absoluto;2010T1;906,0
De 65 a 69 años;Hombres;Valor absoluto;2009T4;890,1
De 65 a 69 años;Hombres;Valor absoluto;2009T3;885,1
De 65 a 69 años;Hombres;Valor absoluto;2009T2;875,5
De 65 a 69 años;Hombres;Valor absoluto;2009T1;847,8
De 65 a 69 años;Hombres;Valor absoluto;2008T4;821,9
De 65 a 69 años;Hombres;Valor absoluto;2008T3;799,2
De 65 a 69 años;Hombres;Valor absoluto;2008T2;783,3
De 65 a 69 años;Hombres;Valor absoluto;2008T1;764,2
De 65 a 69 años;Hombres;Valor absoluto;2007T4;768,1
De 65 a 69 años;Hombres;Valor absoluto;2007T3;770,9
De 65 a 69 años;Hombres;Valor absoluto;2007T2;772,1
De 65 a 69 años;Hombres;Valor absoluto;2007T1;792,0
De 65 a 69 años;Hombres;Valor absoluto;2006T4;796,8
De 65 a 69 años;Hombres;Valor absoluto;2006T3;811,2
De 65 a 69 años;Hombres;Valor absoluto;2006T2;806,9
De 65 a 69 años;Hombres;Valor absoluto;2006T1;817,3
De 65 a 69 años;Hombres;Valor absoluto;2005T4;820,9
De 65 a 69 años;Hombres;Valor absoluto;2005T3;818,2
De 65 a 69 años;Hombres;Valor absoluto;2005T2;825,8
De 65 a 69 años;Hombres;Valor absoluto;2005T1;808,8
De 65 a 69 años;Hombres;Valor absoluto;2004T4;810,9
De 65 a 69 años;Hombres;Valor absoluto;2004T3;827,7
De 65 a 69 años;Hombres;Valor absoluto;2004T2;833,5
De 65 a 69 años;Hombres;Valor absoluto;2004T1;853,4
De 65 a 69 años;Hombres;Valor absoluto;2003T4;856,2
De 65 a 69 años;Hombres;Valor absoluto;2003T3;856,9
De 65 a 69 años;Hombres;Valor absoluto;2003T2;860,9
De 65 a 69 años;Hombres;Valor absoluto;2003T1;884,8
De 65 a 69 años;Hombres;Valor absoluto;2002T4;898,1
De 65 a 69 años;Hombres;Valor absoluto;2002T3;896,2
De 65 a 69 años;Hombres;Valor absoluto;2002T2;907,1
De 65 a 69 años;Hombres;Valor absoluto;2002T1;914,5
De 65 a 69 años;Hombres;Porcentaje;2026T1;15,7
De 65 a 69 años;Hombres;Porcentaje;2025T4;15,9
De 65 a 69 años;Hombres;Porcentaje;2025T3;16,0
De 65 a 69 años;Hombres;Porcentaje;2025T2;16,0
De 65 a 69 años;Hombres;Porcentaje;2025T1;15,5
De 65 a 69 años;Hombres;Porcentaje;2024T4;15,8
De 65 a 69 años;Hombres;Porcentaje;2024T3;15,8
De 65 a 69 años;Hombres;Porcentaje;2024T2;15,5
De 65 a 69 años;Hombres;Porcentaje;2024T1;15,7
De 65 a 69 años;Hombres;Porcentaje;2023T4;15,9
De 65 a 69 años;Hombres;Porcentaje;2023T3;16,3
De 65 a 69 años;Hombres;Porcentaje;2023T2;15,7
De 65 a 69 años;Hombres;Porcentaje;2023T1;15,5
De 65 a 69 años;Hombres;Porcentaje;2022T4;15,7
De 65 a 69 años;Hombres;Porcentaje;2022T3;15,8
De 65 a 69 años;Hombres;Porcentaje;2022T2;15,4
De 65 a 69 años;Hombres;Porcentaje;2022T1;15,3
De 65 a 69 años;Hombres;Porcentaje;2021T4;15,1
De 65 a 69 años;Hombres;Porcentaje;2021T3;15,5
De 65 a 69 años;Hombres;Porcentaje;2021T2;15,1
De 65 a 69 años;Hombres;Porcentaje;2021T1;14,8
De 65 a 69 años;Hombres;Porcentaje;2020T4;15,0
De 65 a 69 años;Hombres;Porcentaje;2020T3;15,0
De 65 a 69 años;Hombres;Porcentaje;2020T2;14,5
De 65 a 69 años;Hombres;Porcentaje;2020T1;15,2
De 65 a 69 años;Hombres;Porcentaje;2019T4;15,3
De 65 a 69 años;Hombres;Porcentaje;2019T3;15,5
De 65 a 69 años;Hombres;Porcentaje;2019T2;15,5
De 65 a 69 años;Hombres;Porcentaje;2019T1;15,4
De 65 a 69 años;Hombres;Porcentaje;2018T4;15,6
De 65 a 69 años;Hombres;Porcentaje;2018T3;15,5
De 65 a 69 años;Hombres;Porcentaje;2018T2;15,3
De 65 a 69 años;Hombres;Porcentaje;2018T1;15,1
De 65 a 69 años;Hombres;Porcentaje;2017T4;15,3
De 65 a 69 años;Hombres;Porcentaje;2017T3;15,6
De 65 a 69 años;Hombres;Porcentaje;2017T2;15,5
De 65 a 69 años;Hombres;Porcentaje;2017T1;15,6
De 65 a 69 años;Hombres;Porcentaje;2016T4;15,6
De 65 a 69 años;Hombres;Porcentaje;2016T3;15,7
De 65 a 69 años;Hombres;Porcentaje;2016T2;15,6
De 65 a 69 años;Hombres;Porcentaje;2016T1;15,7
De 65 a 69 años;Hombres;Porcentaje;2015T4;15,6
De 65 a 69 años;Hombres;Porcentaje;2015T3;16,0
De 65 a 69 años;Hombres;Porcentaje;2015T2;15,9
De 65 a 69 años;Hombres;Porcentaje;2015T1;16,2
De 65 a 69 años;Hombres;Porcentaje;2014T4;16,5
De 65 a 69 años;Hombres;Porcentaje;2014T3;16,6
De 65 a 69 años;Hombres;Porcentaje;2014T2;16,4
De 65 a 69 años;Hombres;Porcentaje;2014T1;16,1
De 65 a 69 años;Hombres;Porcentaje;2013T4;16,1
De 65 a 69 años;Hombres;Porcentaje;2013T3;16,1
De 65 a 69 años;Hombres;Porcentaje;2013T2;15,8
De 65 a 69 años;Hombres;Porcentaje;2013T1;15,6
De 65 a 69 años;Hombres;Porcentaje;2012T4;15,6
De 65 a 69 años;Hombres;Porcentaje;2012T3;15,8
De 65 a 69 años;Hombres;Porcentaje;2012T2;15,7
De 65 a 69 años;Hombres;Porcentaje;2012T1;15,3
De 65 a 69 años;Hombres;Porcentaje;2011T4;15,4
De 65 a 69 años;Hombres;Porcentaje;2011T3;15,7
De 65 a 69 años;Hombres;Porcentaje;2011T2;15,3
De 65 a 69 años;Hombres;Porcentaje;2011T1;15,5
De 65 a 69 años;Hombres;Porcentaje;2010T4;15,3
De 65 a 69 años;Hombres;Porcentaje;2010T3;15,4
De 65 a 69 años;Hombres;Porcentaje;2010T2;15,0
De 65 a 69 años;Hombres;Porcentaje;2010T1;14,9
De 65 a 69 años;Hombres;Porcentaje;2009T4;14,7
De 65 a 69 años;Hombres;Porcentaje;2009T3;14,8
De 65 a 69 años;Hombres;Porcentaje;2009T2;14,8
De 65 a 69 años;Hombres;Porcentaje;2009T1;14,5
De 65 a 69 años;Hombres;Porcentaje;2008T4;14,1
De 65 a 69 años;Hombres;Porcentaje;2008T3;14,0
De 65 a 69 años;Hombres;Porcentaje;2008T2;13,7
De 65 a 69 años;Hombres;Porcentaje;2008T1;13,3
De 65 a 69 años;Hombres;Porcentaje;2007T4;13,4
De 65 a 69 años;Hombres;Porcentaje;2007T3;13,7
De 65 a 69 años;Hombres;Porcentaje;2007T2;13,6
De 65 a 69 años;Hombres;Porcentaje;2007T1;13,9
De 65 a 69 años;Hombres;Porcentaje;2006T4;14,1
De 65 a 69 años;Hombres;Porcentaje;2006T3;14,6
De 65 a 69 años;Hombres;Porcentaje;2006T2;14,4
De 65 a 69 años;Hombres;Porcentaje;2006T1;14,6
De 65 a 69 años;Hombres;Porcentaje;2005T4;14,7
De 65 a 69 años;Hombres;Porcentaje;2005T3;14,8
De 65 a 69 años;Hombres;Porcentaje;2005T2;14,9
De 65 a 69 años;Hombres;Porcentaje;2005T1;14,5
De 65 a 69 años;Hombres;Porcentaje;2004T4;14,5
De 65 a 69 años;Hombres;Porcentaje;2004T3;15,0
De 65 a 69 años;Hombres;Porcentaje;2004T2;14,9
De 65 a 69 años;Hombres;Porcentaje;2004T1;15,2
De 65 a 69 años;Hombres;Porcentaje;2003T4;15,4
De 65 a 69 años;Hombres;Porcentaje;2003T3;15,6
De 65 a 69 años;Hombres;Porcentaje;2003T2;15,5
De 65 a 69 años;Hombres;Porcentaje;2003T1;15,8
De 65 a 69 años;Hombres;Porcentaje;2002T4;16,1
De 65 a 69 años;Hombres;Porcentaje;2002T3;16,2
De 65 a 69 años;Hombres;Porcentaje;2002T2;16,2
De 65 a 69 años;Hombres;Porcentaje;2002T1;16,4
De 65 a 69 años;Mujeres;Valor absoluto;2026T1;1.415,5
De 65 a 69 años;Mujeres;Valor absoluto;2025T4;1.380,3
De 65 a 69 años;Mujeres;Valor absoluto;2025T3;1.407,0
De 65 a 69 años;Mujeres;Valor absoluto;2025T2;1.371,8
De 65 a 69 años;Mujeres;Valor absoluto;2025T1;1.325,1
De 65 a 69 años;Mujeres;Valor absoluto;2024T4;1.357,7
De 65 a 69 años;Mujeres;Valor absoluto;2024T3;1.333,7
De 65 a 69 años;Mujeres;Valor absoluto;2024T2;1.333,7
De 65 a 69 años;Mujeres;Valor absoluto;2024T1;1.309,2
De 65 a 69 años;Mujeres;Valor absoluto;2023T4;1.308,5
De 65 a 69 años;Mujeres;Valor absoluto;2023T3;1.310,7
De 65 a 69 años;Mujeres;Valor absoluto;2023T2;1.287,3
De 65 a 69 años;Mujeres;Valor absoluto;2023T1;1.301,3
De 65 a 69 años;Mujeres;Valor absoluto;2022T4;1.271,4
De 65 a 69 años;Mujeres;Valor absoluto;2022T3;1.282,3
De 65 a 69 años;Mujeres;Valor absoluto;2022T2;1.251,2
De 65 a 69 años;Mujeres;Valor absoluto;2022T1;1.257,7
De 65 a 69 años;Mujeres;Valor absoluto;2021T4;1.235,5
De 65 a 69 años;Mujeres;Valor absoluto;2021T3;1.251,6
De 65 a 69 años;Mujeres;Valor absoluto;2021T2;1.239,9
De 65 a 69 años;Mujeres;Valor absoluto;2021T1;1.254,4
De 65 a 69 años;Mujeres;Valor absoluto;2020T4;1.254,6
De 65 a 69 años;Mujeres;Valor absoluto;2020T3;1.268,9
De 65 a 69 años;Mujeres;Valor absoluto;2020T2;1.268,4
De 65 a 69 años;Mujeres;Valor absoluto;2020T1;1.236,1
De 65 a 69 años;Mujeres;Valor absoluto;2019T4;1.242,5
De 65 a 69 años;Mujeres;Valor absoluto;2019T3;1.217,3
De 65 a 69 años;Mujeres;Valor absoluto;2019T2;1.190,1
De 65 a 69 años;Mujeres;Valor absoluto;2019T1;1.195,0
De 65 a 69 años;Mujeres;Valor absoluto;2018T4;1.193,1
De 65 a 69 años;Mujeres;Valor absoluto;2018T3;1.187,0
De 65 a 69 años;Mujeres;Valor absoluto;2018T2;1.178,0
De 65 a 69 años;Mujeres;Valor absoluto;2018T1;1.213,0
De 65 a 69 años;Mujeres;Valor absoluto;2017T4;1.212,9
De 65 a 69 años;Mujeres;Valor absoluto;2017T3;1.224,7
De 65 a 69 años;Mujeres;Valor absoluto;2017T2;1.218,8
De 65 a 69 años;Mujeres;Valor absoluto;2017T1;1.216,3
De 65 a 69 años;Mujeres;Valor absoluto;2016T4;1.208,6
De 65 a 69 años;Mujeres;Valor absoluto;2016T3;1.202,4
De 65 a 69 años;Mujeres;Valor absoluto;2016T2;1.180,8
De 65 a 69 años;Mujeres;Valor absoluto;2016T1;1.184,9
De 65 a 69 años;Mujeres;Valor absoluto;2015T4;1.184,6
De 65 a 69 años;Mujeres;Valor absoluto;2015T3;1.198,3
De 65 a 69 años;Mujeres;Valor absoluto;2015T2;1.186,8
De 65 a 69 años;Mujeres;Valor absoluto;2015T1;1.204,4
De 65 a 69 años;Mujeres;Valor absoluto;2014T4;1.218,4
De 65 a 69 años;Mujeres;Valor absoluto;2014T3;1.190,3
De 65 a 69 años;Mujeres;Valor absoluto;2014T2;1.200,7
De 65 a 69 años;Mujeres;Valor absoluto;2014T1;1.172,5
De 65 a 69 años;Mujeres;Valor absoluto;2013T4;1.152,1
De 65 a 69 años;Mujeres;Valor absoluto;2013T3;1.148,6
De 65 a 69 años;Mujeres;Valor absoluto;2013T2;1.150,7
De 65 a 69 años;Mujeres;Valor absoluto;2013T1;1.141,7
De 65 a 69 años;Mujeres;Valor absoluto;2012T4;1.135,5
De 65 a 69 años;Mujeres;Valor absoluto;2012T3;1.106,0
De 65 a 69 años;Mujeres;Valor absoluto;2012T2;1.108,0
De 65 a 69 años;Mujeres;Valor absoluto;2012T1;1.107,3
De 65 a 69 años;Mujeres;Valor absoluto;2011T4;1.079,3
De 65 a 69 años;Mujeres;Valor absoluto;2011T3;1.086,0
De 65 a 69 años;Mujeres;Valor absoluto;2011T2;1.076,2
De 65 a 69 años;Mujeres;Valor absoluto;2011T1;1.066,1
De 65 a 69 años;Mujeres;Valor absoluto;2010T4;1.044,2
De 65 a 69 años;Mujeres;Valor absoluto;2010T3;1.048,4
De 65 a 69 años;Mujeres;Valor absoluto;2010T2;1.031,5
De 65 a 69 años;Mujeres;Valor absoluto;2010T1;1.032,8
De 65 a 69 años;Mujeres;Valor absoluto;2009T4;1.035,0
De 65 a 69 años;Mujeres;Valor absoluto;2009T3;1.026,1
De 65 a 69 años;Mujeres;Valor absoluto;2009T2;998,4
De 65 a 69 años;Mujeres;Valor absoluto;2009T1;976,4
De 65 a 69 años;Mujeres;Valor absoluto;2008T4;970,0
De 65 a 69 años;Mujeres;Valor absoluto;2008T3;969,8
De 65 a 69 años;Mujeres;Valor absoluto;2008T2;957,5
De 65 a 69 años;Mujeres;Valor absoluto;2008T1;931,7
De 65 a 69 años;Mujeres;Valor absoluto;2007T4;927,3
De 65 a 69 años;Mujeres;Valor absoluto;2007T3;918,1
De 65 a 69 años;Mujeres;Valor absoluto;2007T2;906,6
De 65 a 69 años;Mujeres;Valor absoluto;2007T1;912,7
De 65 a 69 años;Mujeres;Valor absoluto;2006T4;942,8
De 65 a 69 años;Mujeres;Valor absoluto;2006T3;954,2
De 65 a 69 años;Mujeres;Valor absoluto;2006T2;974,1
De 65 a 69 años;Mujeres;Valor absoluto;2006T1;999,0
De 65 a 69 años;Mujeres;Valor absoluto;2005T4;1.040,9
De 65 a 69 años;Mujeres;Valor absoluto;2005T3;1.030,3
De 65 a 69 años;Mujeres;Valor absoluto;2005T2;1.033,9
De 65 a 69 años;Mujeres;Valor absoluto;2005T1;979,3
De 65 a 69 años;Mujeres;Valor absoluto;2004T4;958,4
De 65 a 69 años;Mujeres;Valor absoluto;2004T3;975,8
De 65 a 69 años;Mujeres;Valor absoluto;2004T2;1.002,2
De 65 a 69 años;Mujeres;Valor absoluto;2004T1;1.030,3
De 65 a 69 años;Mujeres;Valor absoluto;2003T4;1.028,8
De 65 a 69 años;Mujeres;Valor absoluto;2003T3;1.029,3
De 65 a 69 años;Mujeres;Valor absoluto;2003T2;1.043,3
De 65 a 69 años;Mujeres;Valor absoluto;2003T1;1.048,4
De 65 a 69 años;Mujeres;Valor absoluto;2002T4;1.050,0
De 65 a 69 años;Mujeres;Valor absoluto;2002T3;1.045,2
De 65 a 69 años;Mujeres;Valor absoluto;2002T2;1.047,2
De 65 a 69 años;Mujeres;Valor absoluto;2002T1;1.076,6
De 65 a 69 años;Mujeres;Porcentaje;2026T1;14,2
De 65 a 69 años;Mujeres;Porcentaje;2025T4;13,9
De 65 a 69 años;Mujeres;Porcentaje;2025T3;14,4
De 65 a 69 años;Mujeres;Porcentaje;2025T2;13,9
De 65 a 69 años;Mujeres;Porcentaje;2025T1;13,4
De 65 a 69 años;Mujeres;Porcentaje;2024T4;13,6
De 65 a 69 años;Mujeres;Porcentaje;2024T3;13,6
De 65 a 69 años;Mujeres;Porcentaje;2024T2;13,6
De 65 a 69 años;Mujeres;Porcentaje;2024T1;13,3
De 65 a 69 años;Mujeres;Porcentaje;2023T4;13,5
De 65 a 69 años;Mujeres;Porcentaje;2023T3;13,6
De 65 a 69 años;Mujeres;Porcentaje;2023T2;13,3
De 65 a 69 años;Mujeres;Porcentaje;2023T1;13,4
De 65 a 69 años;Mujeres;Porcentaje;2022T4;13,1
De 65 a 69 años;Mujeres;Porcentaje;2022T3;13,2
De 65 a 69 años;Mujeres;Porcentaje;2022T2;13,0
De 65 a 69 años;Mujeres;Porcentaje;2022T1;13,1
De 65 a 69 años;Mujeres;Porcentaje;2021T4;12,9
De 65 a 69 años;Mujeres;Porcentaje;2021T3;13,2
De 65 a 69 años;Mujeres;Porcentaje;2021T2;13,0
De 65 a 69 años;Mujeres;Porcentaje;2021T1;12,9
De 65 a 69 años;Mujeres;Porcentaje;2020T4;13,2
De 65 a 69 años;Mujeres;Porcentaje;2020T3;13,1
De 65 a 69 años;Mujeres;Porcentaje;2020T2;12,5
De 65 a 69 años;Mujeres;Porcentaje;2020T1;13,0
De 65 a 69 años;Mujeres;Porcentaje;2019T4;13,2
De 65 a 69 años;Mujeres;Porcentaje;2019T3;12,9
De 65 a 69 años;Mujeres;Porcentaje;2019T2;12,7
De 65 a 69 años;Mujeres;Porcentaje;2019T1;12,7
De 65 a 69 años;Mujeres;Porcentaje;2018T4;12,7
De 65 a 69 años;Mujeres;Porcentaje;2018T3;12,6
De 65 a 69 años;Mujeres;Porcentaje;2018T2;12,6
De 65 a 69 años;Mujeres;Porcentaje;2018T1;12,9
De 65 a 69 años;Mujeres;Porcentaje;2017T4;13,1
De 65 a 69 años;Mujeres;Porcentaje;2017T3;13,2
De 65 a 69 años;Mujeres;Porcentaje;2017T2;13,2
De 65 a 69 años;Mujeres;Porcentaje;2017T1;13,1
De 65 a 69 años;Mujeres;Porcentaje;2016T4;13,1
De 65 a 69 años;Mujeres;Porcentaje;2016T3;13,1
De 65 a 69 años;Mujeres;Porcentaje;2016T2;13,0
De 65 a 69 años;Mujeres;Porcentaje;2016T1;12,9
De 65 a 69 años;Mujeres;Porcentaje;2015T4;13,0
De 65 a 69 años;Mujeres;Porcentaje;2015T3;13,0
De 65 a 69 años;Mujeres;Porcentaje;2015T2;13,1
De 65 a 69 años;Mujeres;Porcentaje;2015T1;13,1
De 65 a 69 años;Mujeres;Porcentaje;2014T4;13,4
De 65 a 69 años;Mujeres;Porcentaje;2014T3;12,9
De 65 a 69 años;Mujeres;Porcentaje;2014T2;13,1
De 65 a 69 años;Mujeres;Porcentaje;2014T1;12,9
De 65 a 69 años;Mujeres;Porcentaje;2013T4;12,7
De 65 a 69 años;Mujeres;Porcentaje;2013T3;12,6
De 65 a 69 años;Mujeres;Porcentaje;2013T2;12,6
De 65 a 69 años;Mujeres;Porcentaje;2013T1;12,5
De 65 a 69 años;Mujeres;Porcentaje;2012T4;12,5
De 65 a 69 años;Mujeres;Porcentaje;2012T3;12,1
De 65 a 69 años;Mujeres;Porcentaje;2012T2;12,1
De 65 a 69 años;Mujeres;Porcentaje;2012T1;12,1
De 65 a 69 años;Mujeres;Porcentaje;2011T4;11,7
De 65 a 69 años;Mujeres;Porcentaje;2011T3;11,8
De 65 a 69 años;Mujeres;Porcentaje;2011T2;11,7
De 65 a 69 años;Mujeres;Porcentaje;2011T1;11,5
De 65 a 69 años;Mujeres;Porcentaje;2010T4;11,2
De 65 a 69 años;Mujeres;Porcentaje;2010T3;11,2
De 65 a 69 años;Mujeres;Porcentaje;2010T2;11,0
De 65 a 69 años;Mujeres;Porcentaje;2010T1;11,0
De 65 a 69 años;Mujeres;Porcentaje;2009T4;11,0
De 65 a 69 años;Mujeres;Porcentaje;2009T3;10,9
De 65 a 69 años;Mujeres;Porcentaje;2009T2;10,6
De 65 a 69 años;Mujeres;Porcentaje;2009T1;10,4
De 65 a 69 años;Mujeres;Porcentaje;2008T4;10,3
De 65 a 69 años;Mujeres;Porcentaje;2008T3;10,1
De 65 a 69 años;Mujeres;Porcentaje;2008T2;10,0
De 65 a 69 años;Mujeres;Porcentaje;2008T1;9,6
De 65 a 69 años;Mujeres;Porcentaje;2007T4;9,6
De 65 a 69 años;Mujeres;Porcentaje;2007T3;9,4
De 65 a 69 años;Mujeres;Porcentaje;2007T2;9,3
De 65 a 69 años;Mujeres;Porcentaje;2007T1;9,4
De 65 a 69 años;Mujeres;Porcentaje;2006T4;9,7
De 65 a 69 años;Mujeres;Porcentaje;2006T3;9,7
De 65 a 69 años;Mujeres;Porcentaje;2006T2;10,0
De 65 a 69 años;Mujeres;Porcentaje;2006T1;10,2
De 65 a 69 años;Mujeres;Porcentaje;2005T4;10,6
De 65 a 69 años;Mujeres;Porcentaje;2005T3;10,4
De 65 a 69 años;Mujeres;Porcentaje;2005T2;10,5
De 65 a 69 años;Mujeres;Porcentaje;2005T1;9,9
De 65 a 69 años;Mujeres;Porcentaje;2004T4;9,7
De 65 a 69 años;Mujeres;Porcentaje;2004T3;9,8
De 65 a 69 años;Mujeres;Porcentaje;2004T2;10,0
De 65 a 69 años;Mujeres;Porcentaje;2004T1;10,3
